id,sentence1,sentence2,similarity,predicted_similarity
sick_train_2262,A group of four brown dogs are playing in a field of brown grass,Four dogs are playing in a grassy area,0.82,0.9479607939720154
sick_train_1723,There is no woman slicing an onion,A woman is slicing an onion,0.86,0.7999510765075684
sts_train_4232,Anti-Putin protesters form human chain in Moscow,Anti-Putin protesters form human chain,0.76,0.7812354564666748
sick_train_3024,"Two people are in the snow, wearing clothes that provide camouflage",Two people are in the snow holding two dogs with golden coats,0.52,0.580871045589447
sick_train_7026,A cat is stuck on a ceiling fan that is moving,A cat is stuck on a moving ceiling fan,1.0,0.971405029296875
sick_train_5182,The crowd is watching two cars designed for racing that are leaving the starting line,People at a drag race are looking at the flames that are coming out of the cars,0.6799999999999999,0.6527310013771057
sts_train_5242,Sony Xperia Z2 and Nokia‚Äôs X series unveiled,Court orders political ban on Italy‚Äôs Berlusconi,0.0,0.011847851797938347
sick_train_1523,Two people in two chairs are reading pleasantly,Two people in two chairs are reading,0.9,0.9416437745094299
sick_train_5105,There is no dog standing on the side of a mountain,A white dog is standing on a grassy hillside,0.7,0.7127490043640137
sick_train_1692,The young girl with a pink shirt is peacefully lying on the grass,A girl is wearing a pink shirt with white writing on it and is lying in the grass,0.82,0.8554942607879639
sick_train_3524,There is no deer jumping fences,A deer is jumping over a fence,0.537,0.759797215461731
sick_train_4542,Three children are running up a grassy hillside,Three children are running down a grassy hillside,0.86,0.8486878871917725
sts_train_4598,Zen Report: Ain't easy being high maintenance,Russian meteorite leaves building gaping open,0.0,0.013422077521681786
sick_train_2824,Nobody is slicing a piece of bread,A man is slicing some bread,0.72,0.7634887099266052
sick_train_6476,There is no man playing with a skull,The man is playing with a skull,0.4599999999999999,0.7931176424026489
sts_train_3565,estonian officials stated that some of the cyber attacks that caused estonian government websites to shut down temporarily came from computers in the administration of russia including in the office of president vladimir putin. ,officials in estonia including prime minister andrus ansip have claimed that some of the cyber attacks came from russian government computers including computers in the office of russian president vladimir putin.,0.76,0.7610727548599243
sick_train_1727,A woman is frying something,A horse is being ridden by a woman,0.2799999999999999,0.2527226507663727
sick_train_1301,A couple is sitting on a patio and looking at the ocean,Some adults are sitting in the chairs and are watching the ocean,0.8,0.7598873376846313
sick_train_4221,The American footballer is wearing a red and white strip,A football player is taking off black armbands,0.52,0.5849224328994751
sick_train_6778,The person is riding a motorbike on a sandy track,A motocross rider is giving a motorbike to a person at an event,0.52,0.4878535270690918
sts_train_48,A man is cutting up a potato.,A man is cutting up carrots.,0.475,0.4601444602012634
sick_train_439,A woman is dancing and singing alone,A woman is dancing and singing with other women,0.657,0.7206629514694214
sts_train_5435,Bangkok tense on Thai election eve,Bangladesh: Crackdown Escalates Ahead of Election,0.44,0.5560916066169739
sick_train_3840,A child in a red outfit is jumping on a trampoline,There is no child in a red outfit jumping on a trampoline,0.64,0.7750212550163269
sts_train_4740,Imran to contest from four NA seats,Imran Khan to contest elections from four NA seats,0.95,1.0006587505340576
sts_train_3812,Syria journalists rescue bid fails,Journalists smuggled out of Homs,0.12,0.10206151008605957
sick_train_5548,A man is playing the guitar,A man is not playing the guitar,0.74,0.8140659928321838
sick_train_1434,The young girl in blue is having fun on a slide,A girl in blue is sliding down a slide,0.8400000000000001,0.8579747676849365
sick_train_6749,A boy in a striped shirt is playing in front of a water fountain,A boy in a striped shirt is jumping in front of a water fountain,0.8800000000000001,0.9600615501403809
sts_train_1466,Two cows standing in a large field.,The cow is grazing in a field.,0.5599999999999999,0.4754776954650879
sts_train_3522,tirana is the capital of ,abuja is the capital of,0.2,0.20515604317188263
sick_train_5348,A man is missing the soccer ball,A man is kicking a soccer ball,0.86,0.7238845229148865
sick_train_3790,A man on a yellow sport bike is doing a wheelie and a friend on a black bike is catching up,The orange rider is not driving a motorcycle on one wheel,0.64,0.6077917814254761
sick_train_6495,A man is talking,A man is laughing,0.6599999999999999,0.6815756559371948
sick_train_2241,The woman is slicing a tomato,Someone is cutting a tomato,0.9,0.9409148097038269
sick_train_616,A man is talking to the woman who is seated beside him and is driving a car,A woman is driving a car and is talking to the man who is seated beside her,0.86,0.9458392262458801
sick_train_4396,A white bird is landing swiftly in the water,"A crane, which is large and white, is flying near the water",0.8400000000000001,0.8202784061431885
sick_train_5990,A man is standing on a sidewalk,There is no man standing next to a bus,0.4599999999999999,0.5995418429374695
sts_train_4027,Romanian president declared victory,Chinese president concludes state visit to Denmark,0.12,0.03869194537401199
sts_train_863,A rabbi is talking.,A man is walking on a rope.,0.0,0.024821089580655098
sick_train_216,"A girl in a uniform, which is blue, is quickly raising her arm","A girl in a uniform, which is blue, is raising her arm.",0.9,0.9991550445556641
sick_train_1868,The person is setting fire to the cameras,A person is repairing some cameras with a blow torch,0.62,0.6362796425819397
sts_train_3983,Greek PM to announce new election,Greek PM calls for May 6 general election,0.5599999999999999,0.6412869095802307
sick_train_187,A man is speaking on a podium,A man is tanking on a stage in front of a crowd,0.6599999999999999,0.6820528507232666
sick_train_154,A white cat perched on a small wooden cabinet is looking outside the window,There is no white cat perched on a small wooden cabinet looking outside the window,0.6599999999999999,0.7798817157745361
sts_train_5139,Ukraine: Nine people die in Kyiv clashes,Ukraine pressured over Kiev clashes,0.4,0.38489383459091187
sts_train_22,A man is playing a guitar.,A girl is playing a guitar.,0.5599999999999999,0.5200231671333313
sick_train_2925,A man is participating in a bmx race,A man is participating in a race for bmxs,0.94,0.886423647403717
sick_train_208,A woman is frying something in a pan,There is no woman frying something in a pan,0.8800000000000001,0.7992439866065979
sick_train_3801,There is no dog playing in a field of brown grass,Four dogs are playing in a grassy area,0.64,0.6728003025054932
sts_train_4226,Aust shares up 1% after interest rate cut,RBA delivers another rate cut,0.2,0.2206340730190277
sick_train_643,A young oriental girl is standing above the crowd and is playing with a pinwheel,A girl in blue sweater is holding a multicolor toy and is sitting on the shoulders of an old man with grey hair,0.52,0.5375892519950867
sts_train_469,A person is putting salt and pepper on a piece of pork.,A youngster is sitting on a piano.,0.0,0.015933433547616005
sts_train_791,A man is drawing some figures.,A man is drawing on a digital dry erase board.,0.6666000000000001,0.6748681664466858
sick_train_1685,A woman is placing two eggs into a pot of water,A woman is boiling eggs,0.8400000000000001,0.8118661642074585
sick_train_525,A man is having lunch,A woman is dancing,0.2,0.21771463751792908
sick_train_1786,The man is singing and playing the guitar,The guitar is being played by a man,0.86,0.8892518877983093
sick_train_5575,A man is dancing,A man is praying,0.48,0.4410398304462433
sick_train_4253,A horse is not racing,Dogs are racing on a track,0.44,0.40944069623947144
sick_train_2682,The girl is carrying a sign and a group of people is following her,There is no young girl in a blue shirt walking on the sidewalk and holding up a pink sign,0.54,0.6160580515861511
sts_train_903,A man is cutting grass.,A masked man sings.,0.0,0.05577557161450386
sick_train_2049,There is no man singing and playing the guitar,The man is singing and playing the guitar,0.8,0.798850417137146
sts_train_3695,ahmad is fighting extradition to the united states and lodged a formal complaint alleging that british police concocted intelligence reports to implicate ahmad in terror activities and desecrated the koran. ,ahmad lodged a formal complaint with the independent police complaints commission alleging that british police concocted intelligence reports to implicate ahmad in terror activities and desecrated ahmad's copy of the islamic holy book the koran by putting the koran on the floor during a search of ahmad's home.,0.68,0.6401960849761963
sts_train_335,A woman is slicing octopus.,A man is playing the guitar.,0.0,0.026102280244231224
sts_train_5675,"4 killed, several injured in SW China car accident","Two killed, seventeen injured in Raiwind road accident",0.0,0.09196363389492035
sick_train_3527,"The boys are standing in front of the car, which is burning",Four young men are standing still and a car is exploding behind them,0.8,0.7268161773681641
sick_train_5783,A brown puppy is gnawing a metallic post that is stuck in the ground,A malnourished looking dog is standing on its hind legs and preparing to jump,0.54,0.6207854151725769
sts_train_3710,china is a nuclear power and member of the u.n. security council. ,china is a permanent member of the un security,0.6000000000000001,0.5963782668113708
sts_train_2326,Charlie Rangel Censured Did anyone see the footage of this?,Did anyone see the footage of this?,0.6000000000000001,0.668450117111206
sts_train_3926,Two Kenyan ministers among 6 killed in plane crash,Poland honors president killed in 2010 plane crash,0.16,0.19829174876213074
sts_train_5470,Iran ups oil swap with eastern neighbors,Iran urges rapid release of diplomat,0.08,0.10523848980665207
sick_train_6356,A guitar is being played by a man,A man is opening a box with a knife,0.3,0.2618195116519928
sts_train_3265,He left the army for Syria where he received religious training.,"He moved to Syria, where he underwent further religious training in traditional Islamic beliefs.",0.6000000000000001,0.6311360597610474
sts_train_3835,Shares Move Higher on Wall Street,Sandy strengthens as nears coast; Wall Street shut,0.08,0.0358520969748497
sts_train_3648,sheik doon salad ilmi said civilian casualties resulting from overnight mortar and rocket attacks happen every day. ,sheik doon salad ilmi stated that civilian casualties resulting from overnight mortar and rocket attacks are admitted to the hospital nearly every day.,0.7200000000000001,0.6751610636711121
sts_train_3659,a siemens spokesman in germany stated that heinrich von pierer stated that siemens was beginning talks with interested chinese parties about a sale of the plutonium-processing facility. ,a siemens spokesman in germany stated that heinrich von pierer stated that gerhard schroeder stated that gerhard schroeder is not against the sale of the plutonium-processing facility in principle.,0.8,0.7270559072494507
sts_train_227,A car is moving through a road.,A car is driving down the road.,0.8,0.836787760257721
sick_train_6825,A person is not quickly chopping mushrooms with a knife,A person is quickly chopping mushrooms with a knife,0.7,0.7859923243522644
sick_train_5440,Three women are sitting together near woven walls,Some women are sitting together near woven walls,0.94,0.9342625141143799
sts_train_1659,A black and white dog is running through the field.,A black and white dog is running in the grass.,0.96,0.8788467645645142
sick_train_6915,The woman is poking a potato,There is no man riding a motorcycle,0.22,0.20595259964466095
sick_train_1424,A blonde girl is hanging by gymnastic ropes,A blonde man is hanging by gymnastic ropes,0.6,0.7174898386001587
sick_train_877,The man is driving a car,The man isn't driving a car,0.8400000000000001,0.7521591186523438
sick_train_6688,A man is jumping rope in a field,A woman is slicing a cucumber,0.2,0.17280741035938263
sick_train_942,A man is talking to a woman,A woman is cracking eggs,0.2,0.23480147123336792
sick_train_6420,A boy is climbing up a wall artificially built for climbing and is attached to a rope,A boy is effortlessly climbing up a wall artificially built for climbing and is attached to a rope,0.98,0.9924272298812866
sts_train_3870,Syria urges refugees to return,Syria's tenuous truce takes hold,0.2,0.18597877025604248
sick_train_1645,A brown and white dog is moving through the wild grass,A white and tan dog is running through the tall and green grass,0.72,0.7980358600616455
sts_train_457,A boy is crawling into a dog house.,A cat is playing on the floor.,0.0,0.029867956414818764
sts_train_1916,a cyclist is making his bike jump between two rocks.,A man jumps his bicycle in the air between two rocks.,0.8800000000000001,0.9494081139564514
sts_train_5666,Saudi-led airstrikes hit Yemeni capital,Saudi airstrikes in Yemen's capital kill 29,0.6000000000000001,0.678573727607727
sick_train_766,A woman is riding a Seadoo,A woman is parking a Seadoo,0.76,0.7246977686882019
sick_train_2884,A young girl is standing on one leg,A young girl is standing still,0.8,0.7520493268966675
sts_train_3354,Texans saddled with skyrocketing homeowners premiums might finally be getting relief.,Relief is in sight for Texans saddled with skyrocketing homeowners insurance premiums.,1.0,1.0059372186660767
sick_train_2755,Eggs are being strongly whisked in a bowl by a person,A person is strongly whisking eggs in a bowl,0.96,1.0110931396484375
sick_train_6560,A bearded man is standing by a shopping cart and is holding a cardboard sign,A man is holding a sign and is seeking money,0.6799999999999999,0.6861106753349304
sts_train_265,A man is slicing a potato.,A woman is cutting a jalepeno.,0.2799999999999999,0.3344654142856598
sick_train_1093,"Two large dogs, a light colored one and a dark one, are quickly moving through snowy terrain",Two dogs are leaping through snowy grass and rocks,0.72,0.7734055519104004
sick_train_5266,A person is wearing a hat and is sitting on the grass,A person is sitting in a field and is wearing a hat,0.82,0.8828681707382202
sick_train_7006,The rider on the blue and black motocross bike is not wearing the pants,The motocross rider is wearing blue and black pants,0.753,0.7719377279281616
sick_train_149,A man is performing a jump on a bicycle,A bicyclist is performing a trick over a heavily graphitized wall,0.72,0.7570118308067322
sick_train_44,A group of people is walking down the street and a person in a green hat is on the phone,A group of people is not walking down the street and a person in a green hat is on the phone,0.64,0.7945622801780701
sts_train_177,Three women are dancing.,The man is dancing.,0.32,0.3101099133491516
sts_train_886,A man is speaking on a phone.,A panda bear is chewing on a stick.,0.0,0.011393843218684196
sts_train_755,A woman is slicing an onion.,A women slicing lemons.,0.2799999999999999,0.3880073130130768
sts_train_4457,"Hrithik Roshan, wife Sussanne part ways","Hrithik Roshan, Sussanne to divorce",0.8800000000000001,0.8986432552337646
sick_train_6190,A person is pouring olive oil into a pot on the stove,A person is pouring oil for cooking into a pot,0.86,0.855129599571228
sts_train_3655,myanmar is the world's largest producer of illegal opium but has limited financial and technical resources for ending the drug trade. ,myanmar is the world's largest producer of illicit opium according to the latest u.s. state department anti-narcotics report.,0.68,0.6407162547111511
sts_train_579,A man is running.,A man is dancing.,0.25,0.161927729845047
sts_train_4958,Chicago Shooting Shows Gap in Stepped-up Policing,Chicago shooting shows gap in stepped-up policing,1.0,1.0112448930740356
sts_train_5468,Indian army kill 3 militants in Indian-controlled Kashmir,Indian troops kill militant commander in Indian-controlled Kashmir,0.7200000000000001,0.6943049430847168
sts_train_1501,A black dog emerges from the water with a white ball in its mouth.,a black dog walking out of the water with a white ball in his mouth.,0.96,0.8642551898956299
sick_train_3393,There is no one climbing on the grotto with a pink interior,"Four middle eastern children, three girls and one boy, are climbing on the grotto with a pink interior",0.62,0.6349323987960815
sick_train_1189,One small child is drinking water from the cup,The kitten is eagerly drinking some milk from the bowl,0.2799999999999999,0.3132077753543854
sts_train_707,A person is slicing a bread pieces.,A man is slicing bread.,0.6400000000000001,0.7151687741279602
sts_train_2901,"As a result, Murphy sought to substitute Strier's sister, Ethel Celnik, as the trustee.","Murphy said Strier's sister, Ethel Celnik, was in the courtroom at the time, but Strier was not.",0.35,0.31596747040748596
sick_train_4911,A black dog is running across a rocky landscape,A dog is running across a rocky landscape,0.8800000000000001,0.9058184027671814
sts_train_3257,"Revenue rose 3.9 percent, to $1.63 billion from $1.57 billion.","The McLean, Virginia-based company said newspaper revenue increased 5 percent to $1.46 billion.",0.24,0.21018770337104797
sick_train_6251,A woman is riding a horse,A woman is frying something,0.3,0.2631179988384247
sts_train_467,A woman peels a potato.,A woman is grilling pineapples.,0.2,0.2282075732946396
sick_train_945,A few swimmers are racing in a lake,Swimmers are racing in a lake,0.96,0.948573887348175
sts_train_691,A woman is cutting some flowers.,A woman is cutting broccoli.,0.2,0.34694966673851013
sick_train_1116,A man in a purple hat isn't climbing a rocky wall with bare hands,The young man is rock climbing,0.5599999999999999,0.6274689435958862
sick_train_4107,An ice skating rink placed outdoors is empty,An ice skating rink placed outdoors is full of people,0.72,0.6804916858673096
sick_train_5023,A barefoot man in pajamas is looking toward the sky and is walking on the tennis court,A barefoot man in pajamas is looking toward the sky and is standing on the tennis court,0.8,0.8275256156921387
sick_train_4184,Four girls are doing backbends and playing outdoors,Four children are doing backbends in the park,0.82,0.8268905878067017
sick_train_4101,Potatoes are being sliced by a woman,A woman is slicing potatoes,0.98,1.0146080255508423
sts_train_606,A man is riding a horse.,A man is driving a car.,0.2799999999999999,0.31756025552749634
sts_train_4242,Cause of Whitney Houston's death could take weeks,Investigators seek answers to Whitney Houston's death,0.36,0.30423229932785034
sick_train_3074,The chef is carefully pouring some oil into a pan,Some liquid is being poured into a pan by a man,0.8800000000000001,0.8435109257698059
sts_train_820,A puppy is repeatedly rolling from side to side while on its back.,A dog is rolling from side to side.,0.7000000000000001,0.8042280077934265
sts_train_4634,Dozens killed in air strike on bakery in central Syria,'Dozens killed' in Syrian air strike on bakery,1.0,0.9892261028289795
sts_train_5456,Philip leaves hospital after 11 days,Mandela leaves hospital after 10 days,0.36,0.3550587594509125
sick_train_4507,A person is riding a bike along a muddy trail,A person is riding a bike along the trail,0.9,0.8699930906295776
sick_train_5704,A man is slowly folding a tortilla,A person is folding a tortilla,0.92,0.9590314626693726
sts_train_5187,Rock bands' plane makes emergency landing in Ill.,Rock Bands' Plane Makes Emergency Landing in Ill.,1.0,1.0092086791992188
sick_train_5723,A man is removing a carrot from a machine,A man is slicing the carrot with a machine,0.64,0.709743320941925
sts_train_1199,Grey and white domestic kitten lying down on a desk.,A man and his bicycle laying down on the green grass.,0.04,-0.0034706522710621357
sts_train_238,A cat is licking a sucker.,A woman is slicing cucumber.,0.0,0.03216630220413208
sick_train_3825,A woman is slicing garlic,A woman is cutting an onion,0.6,0.6756340861320496
sick_train_1107,The man with brown hair is wearing sunglasses and is sitting listlessly at a table with cans of soda and other drinks,The man with brown hair is wearing sunglasses and is sitting at a table with cans of soda and other drinks,0.8800000000000001,0.9962271451950073
sts_train_2313,I thought that was mostly just the Dutch.,"In fact, it's just the Dutch.",0.52,0.5459665060043335
sick_train_5331,A dog is jumping high into the air in the country,The dog is jumping in the shade of some trees,0.76,0.7966854572296143
sts_train_4316,Heavy fighting rocks eastern Syria ahead of poll,Heavy fighting rocks eastern Syria - residents,0.76,0.7374365329742432
sick_train_6148,Two dogs are playing inside,Two dogs are playing outside,0.74,0.8552254438400269
sts_train_1995,A person is squeezing through an opening in the rock face.,A medium sized brown dog is running through an open white wooded area.,0.0,0.022510124370455742
sts_train_3094,"Spokesmen for the FBI, CIA, Canadian Security Intelligence Service and Royal Canadian Mounted Police declined to comment on El Shukrijumah's stay in Canada.","The FBI, CIA, Canadian Security Intelligence Service and Royal Canadian Mounted Police declined to comment on the Washington Times report.",0.55,0.5638707280158997
sick_train_6059,Two cats are playfully fighting each other,The cats are playing with each other,0.8800000000000001,0.8070064187049866
sts_train_4025,Polls open in Russian presidential election,Polls close in Senegal's presidential election,0.2799999999999999,0.19981010258197784
sts_train_5235,Egypt policeman killed in Sinai attack,Egyptian soldiers killed in Sinai attack,0.68,0.677697479724884
sts_train_4307,Taiwan rattled by strong earthquake,China rocked by twin earthquakes,0.24,0.30195116996765137
sts_train_134,The shirtless man sat in a chair.,A shirtless man is sitting on a chair.,0.76,0.9611033201217651
sick_train_6368,The backyard light is playing tricks in the dark on the brown and black dog,A dark black dog and a light brown dog are playing in the backyard,0.62,0.7151272892951965
sts_train_1898,One man and two women dressed in vampire costumes,A man and two women dressed in costumes.,0.68,0.6636475920677185
sick_train_417,The man is slicing vegetables,A woman is slicing a potato,0.6,0.5625368356704712
sts_train_1707,A climber is standing on the rock face next to the pink rope.,The children are running in the snow with fences in the background.,0.0,0.0016466351225972176
sick_train_3423,The children are playing in front of a large door,A ball made of wood is being played through a door in front of a large group of boys ,0.6799999999999999,0.7211465239524841
sick_train_3467,Someone is pouring ingredients into a pot,Someone is adding ingredients to a pot,0.8800000000000001,0.9624177813529968
sts_train_2665,"""The gloves are off,"" said UNIFI official Rob O'Neill.","Unifi official Rob O'Neill said: ""The gloves are off.",1.0,0.9938550591468811
sick_train_3509,A boy is wearing a white hat and is running on the beach,A little kid is wearing a hat and is walking in the dry sand,0.74,0.7773537039756775
sick_train_5933,The man is catching a fish,A man is catching a fish,0.98,0.9752943515777588
sts_train_1897,Two different breeds of brown and white dogs play on the beach.,Two dogs playing in the sand at the beach.,0.8,0.7750180959701538
sts_train_2062,"You mean, you believe the word of the Mainstream Media?","You mean, you believe the word of the SpringHallConvert?",0.36,0.34183329343795776
sick_train_2547,A shirtless man is escorting a horse that is pulling a carriage along a paved road,A shirtless man is escorting a horse that is pulling a carriage along a dirty road,0.8800000000000001,0.8740406632423401
sick_train_500,A man is playing keyboards,A man is playing an instrument,0.86,0.9037238955497742
sick_train_2381,The man is playing the drums,The black bird is sitting in a leafless tree,0.2,0.1857443004846573
sick_train_4909,The orange rescue boat is rushing across the water,Two men are rafting near a rider in orange on the shore,0.5,0.6202165484428406
sts_train_730,The boy played his trumpet.,A boy is playing the trumpet.,0.8800000000000001,0.9110199213027954
sick_train_2570,A white dog is running across a rocky landscape,A black dog is running across a rocky landscape,0.74,0.7305792570114136
sick_train_4504,There is no child playing with a water spout outdoors with the rest of his family watching,A boy is holding a hose next to a man and another boy is watching,0.52,0.5748732089996338
sts_train_5003,Olivia Colman wins second BAFTA Award,Baftas 2013: Olivia Colman picks up two awards,0.8800000000000001,1.0012292861938477
sts_train_5036,David Beckham to retire at end of season,David Beckham Retires From Football,0.8800000000000001,0.9460965394973755
sick_train_3327,A young boy is jumping and covering nearby wooden fence with grass,A young boy covered in grass is jumping near a wooden fence,0.64,0.8039164543151855
sts_train_3686,the north korean government has warned the south korean government against participating in the proliferation security initiative program. ,the north korean government stated if the south korean government participates in the proliferation security initiative program it would result in unspecified catastrophic consequences.,0.6400000000000001,0.6029991507530212
sts_train_4314,Usain Bolt wins 200m – Steven Howard reaction,Facebook mobile gains drive revenue growth: reaction,0.04,0.03937826305627823
sick_train_5125,A man is playing a guitar,A woman is playing a guitar,0.72,0.7053617238998413
sts_train_3910,Algerian government parties dominate elections,Algerian national turnout of parliamentary vote reaches 44.38 pct,0.48,0.5270830988883972
sick_train_4090,The herd of caribous is not crossing a road,A herd of deer is crossing the street,0.62,0.7272498607635498
sts_train_2195,Bienging is unaccptable.,Being drunk is unacceptable.,0.2,0.20509026944637299
sts_train_2806,"Druce will face murder charges, Conte said.",Conte said Druce will be charged with murder.,1.0,1.0064841508865356
sts_train_2486,Her body was found several weeks later in the Green River.,"Aug. 15, 1982: Remains of Chapman, Hinds and Mills are found in the Green River.",0.52,0.48890388011932373
sick_train_3630,A dog is rolling on the ground,A dog is sleeping on the ground,0.76,0.7342783808708191
sick_train_3958,A dog is not running towards a ball,A dog is running towards a ball,0.5,0.7907165288925171
sts_train_5679,"Israeli forces arrest 21 Palestinians overnight, clash with locals",Israeli security forces arrest 8 Palestinians in overnight West Bank sweeps,0.2,0.2675131559371948
sick_train_6815,A big brown and white spotted dog is lying on a cloth on the street,The dog is having a rest in the park,0.58,0.6045992970466614
sick_train_2574,One person is riding a bicycle in the sand beside the ocean,A man on a bicycle is riding on the beach,0.78,0.8911081552505493
sts_train_3611,police arrested 2 honduran drug trafficking suspects. ,bulgarian police arrest head of drug trafficking group.,0.2799999999999999,0.28974243998527527
sick_train_6954,The content of a bowl is being mixed by a man,A man is mixing the content of a bowl,1.0,1.0147652626037598
sick_train_6187,A dog with a golden coat is swimming through the water,There is no dog swimming in a lake with sunshine shining on him,0.58,0.7174096703529358
sick_train_4502,A child is holding a camera in front of his face,A young child with black hair is deleting a picture from the camera,0.62,0.6365276575088501
sick_train_244,A man is dangerously throwing knives at the tree,The man is doing a magic trick,0.5,0.503970742225647
sts_train_1289,Red double decker bus taking on passengers.,Red double decker bus with hood up.,0.44,0.43829214572906494
sick_train_6912,A white dog is wearing a Christmas reindeer headband and is playing with a brown dog in the grass,The white dog wearing reindeer ears is near a brown dog,0.8800000000000001,0.7484734654426575
sts_train_5023,Moscow's Crimea success could lead to it redrawing Ukraine's eastern border,Merkel: Russian actions could lead to a catastrophe,0.52,0.5945467352867126
sick_train_4517,A man is shooting a shotgun,A man is shooting a weapon,0.92,0.944308876991272
sts_train_2811,The notification was first reported Friday by MSNBC.,MSNBC.com first reported the CIA request on Friday.,0.6000000000000001,0.6134228110313416
sick_train_3356,The man is playing the piano with his nose,There is no man playing the piano with his nose,0.58,0.7858052849769592
sick_train_2472,A woman is putting cosmetics on her eyelid,A woman is applying cosmetics to her eyelid,1.0,0.9822807312011719
sick_train_3813,A cat is playing a piano,A cat is playing keyboards,0.8800000000000001,0.8425390124320984
sts_train_3914,NATO sticks to transition roadmap in Afghanistan: Rasmussen,NATO helicopter makes hard landing in E. Afghanistan,0.2,0.22823123633861542
sts_train_5310,Washington Pot Shops Prepare for Historic Sales,Washington pot shops prepare for historic sales,1.0,1.009528398513794
sts_train_5726,South Korea reports seven new MERS cases,South Korean woman in contact with MERS patient dies,0.2,0.215254545211792
sts_train_1210,A train is running on the tracks.,A train is running down the track in a rural area.,0.8,0.8499646186828613
sts_train_2626,Iraqi police opened fire in downtown Baghdad today after demonstrators stormed a police station demanding they be given jobs they claimed to have paid bribes for.,"Iraqi police opened fire in downtown Baghdad Wednesday after demonstrators demanding jobs stormed a police station and threw stones at officers, police said.",0.65,0.6399518251419067
sts_train_3252,"Revenues for ""The Hulk"" came in well below those of last month's Marvel Comics adaptation, ""X2: X-Men United,"" which grossed $85.6 million in its opening weekend.","The Hulk trailed last month's Marvel Comics adaptation, X2: X-Men United, which grossed $85.6-million in its opening weekend.",0.96,0.9948099851608276
sts_train_3254,"The valid signatures of 897,158 registered California voters must be collected and turned in to county election officials by Sept. 2.","To force a recall election of Davis, the valid signatures of 897,158 registered California voters must be turned in to election officials.",0.6400000000000001,0.6239780783653259
sick_train_3112,The baby is laughing and crawling,A violin is being played by a man,0.2,0.18422792851924896
sts_train_2246,It's just a bunch of cells.,"I'm ""a bunch of cells.""",0.44,0.45338112115859985
sick_train_1804,A man and woman are talking,A man and a woman are having a conversation,0.96,0.9803290367126465
sick_train_2535,Three boys are jumping in the leaves,Three kids are jumping in the leaves,0.8800000000000001,0.949364185333252
sts_train_3042,The findings appear in Wednesday's Journal of the American Medical Association (news - web sites).,The results are to be published in Wednesday's issue of The Journal of the American Medical Association.,0.7000000000000001,0.7292587161064148
sick_train_5434,A cold cyclist is celebrating,There is no cold cyclist celebrating,0.8,0.7844169735908508
sts_train_1602,Two dogs share a toy in a field of vegetation.,Two snowboarders are in the air over the snow.,0.034,3.963429480791092e-05
sick_train_6644,There is no woman cutting a vegetable,A woman is cutting a vegetable,0.64,0.8026638627052307
sts_train_3336,"Yahoo accounts for 159,354 of the BSD sites, with 152,054 from NTT/Verio and 129,378 from Infospace, the survey found.","Another 152,054 are from IP services company NTT/Verio, and 129,378 from InfoSpace, the survey found.",0.6000000000000001,0.5931732654571533
sts_train_279,A man is swinging from a rope attached to the ceiling.,A man is swinging on a rope.,0.68,0.700474739074707
sick_train_3681,A brown dog is jumping in the air,There is no brown dog jumping in the air,0.6599999999999999,0.8052560091018677
sts_train_2817,"The technology-laced Nasdaq Composite Index <.IXIC> added 8.27 points, or 0.51 percent, to 1,633.53.","The broader Standard & Poor's 500 Index .SPX crept up 4.3 points, or 0.44 percent, to 980.52.",0.24,0.19627660512924194
sick_train_5652,A group of people are dancing at a concert,A group of people are dancing in a show,0.8300000000000001,0.8855904936790466
sick_train_4494,Some people are singing,Some people are silent,0.78,0.6593154668807983
sts_train_1936,A dog is running through a backyard full of leaves.,Three dogs run through a field.,0.5599999999999999,0.5321239233016968
sts_train_1909,Kids play soccer on a field.,Three boys playing soccer in a field,0.8400000000000001,0.8168218731880188
sts_train_3636,"defense chiefs from estonia, latvia, lithuania, germany, italy, spain and slovakia will sign the agreement to provide staff and funding for the center. ","defense chiefs from estonia, latvia, lithuania, germany, italy, spain and slovakia signed the agreement.",0.5599999999999999,0.6723244190216064
sick_train_5433,A surfer is riding a big wave across dark green water,No surfer is riding a big wave across dark green water,0.6,0.7779260873794556
sick_train_4939,People are riding and paddling a raft,Nobody is floating on a raft,0.82,0.7236136794090271
sts_train_188,A man and a woman talk in a diner.,A man and a woman are riding on a bicycle.,0.24,0.24545954167842865
sick_train_6241,A man is not rock climbing and a city and a bay are in the background,A man is rock climbing and a city and a bay are in the background,0.8800000000000001,0.8003984093666077
sts_train_1791,A person holding a net is standing in the water.,A black woman and two black children are sitting in a thatched tent.,0.12,0.039367251098155975
sick_train_1843,A black sheep is standing near three white dogs,A black sheep is standing close to three white dogs,0.96,0.9050296545028687
sts_train_3481,general nikolai n. urakov stated by telephone that the state scientific center of applied microbiology has quite reliable systems of protection in case of emergency. ,general nikolai n. urakov is the longtime director of the the state scientific center of applied microbiology.,0.48,0.4300108253955841
sts_train_5368,At least 20 dead in Somalia attacks,At least 60 die in Iraq prison attack,0.44,0.29075556993484497
sick_train_3576,The man is slicing a potato,The man is wrapping a potato,0.82,0.7777277231216431
sick_train_2707,A white bird is swiftly taking off from the water,A white bird is landing swiftly in the water,0.72,0.7626156806945801
