,id,s1,s2,score,BERT
3816,sick_train_4275,The man is riding a mechanical bull,The man is riding a bull which is mechanical,0.96,0.9043501019477844
3817,sts_train_1980,a brown and white dog is running on the grass.,The tan and black dog is running across the grass.,0.68,0.8057348728179932
3818,sts_train_119,A man is riding on a horse.,A man is talking on a phone.,0.2,0.1645331233739853
3819,sick_train_2279,A little girl is looking at a woman in costume,People wearing costumes are gathering in a forest and are looking in the same direction,0.52,0.4717934131622314
3820,sick_train_6167,The man is denying an interview,A white car is being driven by the man,0.2,0.1928734630346298
3821,sick_train_4027,An onion is being cut by a man,A man is slicing an onion,0.96,1.051249384880066
3822,sick_train_5026,A cat is playing with a device,Mud is being thrown to the playing boy,0.24,0.2443041205406189
3823,sick_train_4306,The man is standing in a body of water near a waterfall,The body of a man is in the water near a waterfall,0.79,0.7888367772102356
3824,sick_train_2924,A woman who is wearing a pink boa is riding a bicycle down a bridge built for pedestrians,"The woman wearing silver pants, pink bellbottoms and a pink scarf isn't riding a bike",0.52,0.52247154712677
3825,sts_train_2683,"The losses occurred overnight in Willow Canyon, one of three areas in the Santa Catalina Mountains threatened by the 2-week-old fire that already had blackened 70,000 acres.","The losses occurred overnight in Willow Canyon, one of three areas in the Santa Catalina Mountains threatened by the resurgent Aspen fire.",0.65,0.6806431412696838
3826,sts_train_2083,What's my opinion regarding the series?,What was my opinion of Firefly in the interim?,0.5599999999999999,0.6185714602470398
3827,sick_train_1309,A woman is leaning on the ledge of a balcony,A man with a white moustache is standing on a balcony and is looking at the road below,0.5599999999999999,0.5757341980934143
3828,sts_train_4574,Taiwan gang leader nabbed at airport after 17 years,Zambia arrests ex-leader Banda over oil deal,0.08,0.1586409509181976
3829,sick_train_5093,A woman is painting a man's face,A woman is cleaning a man's face,0.78,0.8697931170463562
3830,sts_train_475,A man seated is playing the guitar.,A man is playing an acoustic guitar and singing into a microphone.,0.65,0.7028020024299622
3831,sick_train_5221,A rider is on a black and white bike and is standing on the seat,A motorcycle rider is standing up on the seat of a white motorcycle,0.72,0.7822135090827942
3832,sts_train_4135,"Isaac drenches Haiti, heads toward Cuba, Florida",Isaac nears Haiti with homeless quake population,0.48,0.5060604214668274
3833,sick_train_4085,A dog is swimming after a ball,A dog is barking at a ball,0.6599999999999999,0.6243785619735718
3834,sts_train_1696,A man standing on a boat is pulling another boat close by with a bamboo stick.,a man in a black hat standing in front of a brick wall and a sign,0.0,0.1046028435230255
3835,sts_train_5307,Trial Date Set for Egypt's Muslim Brotherhood Chief,Syria's Muslim Brotherhood faces uphill battle,0.44,0.5380473732948303
3836,sick_train_2395,A person in a blue jacket is jumping off of a tall cement wall,The man is performing a large jump,0.6799999999999999,0.688360333442688
3837,sts_train_3756,Israel ex-spy warns against 'messianic' Iran war,Israeli ex-spy boss: no trust in leadership over Iran – video,0.6000000000000001,0.6426487565040588
3838,sts_train_2923,"Byrd, speaking from the Senate floor, said he questioned ""the motives of a deskbound president who assumes the garb of a warrior for purposes of a speech.""","""But I do question the motives of a desk-bound president who assumes the garb of a warrior for the purposes of a speech.""",0.68,0.6090747714042664
3839,sts_train_2027,People exploited the laws.,People bent the laws.,0.5599999999999999,0.5392062067985535
3840,sick_train_27,An Asian woman in a crowd is carrying a black bag,A cramped black train is on the bag of a girl,0.42,0.401900976896286
3841,sts_train_1414,A bicycle is parked by a shop.,A green bike parked outside a book store.,0.76,0.823962926864624
3842,sick_train_5982,A woman is speaking on her cell phone and is keeping a purse and a yellow bag on the near ledge,A woman is silent and is leaving a purse and a yellow bag on the near ledge,0.6599999999999999,0.5771269798278809
3843,sick_train_3685,No people are riding camels at the beach,Two people are seated on a camel and another camel is in the foreground,0.54,0.5513846278190613
3844,sick_train_1546,A family is buying something at the vending machine,Two kids and a man are playing games at an arcade,0.3399999999999999,0.3966796100139618
3845,sts_train_3624,29 people were convicted by the quang ninh people's court of participating in a drug ring that trafficked heroin from vietnam to china. ,court official tran dao stated the 12 people were among 29 people convicted by the quang ninh people's court of participating in a drug ring that trafficked heroin from vietnam to china.,0.68,0.7024863362312317
3846,sick_train_951,A flute is being played by a man,The flute is being played by one man,0.98,1.0371700525283811
3847,sick_train_2365,A kid wearing a striped shirt is running barefoot on the sandy hill,A boy is running through the sand,0.74,0.7543571591377258
3848,sick_train_6745,A cat is playing on a moving ceiling fan,A cat is swinging on a fan,0.927,0.8757030963897705
3849,sick_train_5705,A boy in a swimsuit is sitting on a circular fountain,A boy is standing next to the opening of a fountain,0.74,0.6989220976829529
3850,sts_train_3461,the united states government and other nato members have refused to ratify the amended treaty until officials in moscow withdraw troops from the former soviet republics of moldova and georgia. ,the united states and other nato members have refused ratify the amended treaty until russia completely withdraws from moldova and georgia.,0.92,0.9835441708564758
3851,sick_train_1278,A cowgirl is riding a horse and corners a barrel,The brown horse is near a red barrel at the rodeo,0.76,0.6931783556938171
3852,sick_train_5302,Two boys are doing martial arts on a blue mat,Two kids are doing martial arts on a blue mat,0.9,0.927587628364563
3853,sick_train_1000,The men in brown shorts are walking on the rocks beside a river,Three boys are walking on rocks along a river,0.72,0.6749871373176575
3854,sick_train_1703,Three people are driving four wheel ATVs in a street,Three people are driving four wheel ATVs in a field,0.74,0.868918776512146
3855,sick_train_6072,There is no young man with brown hair and sunglasses sitting in front of some cans of soda,The man with brown hair is wearing sunglasses and is sitting at a table with cans of soda and other drinks,0.5599999999999999,0.6952224969863892
3856,sick_train_3152,The red and brown dog is digging its nose inside a holiday gift bag,The red and brown dog is not digging its nose inside a holiday gift bag,0.78,0.9489894509315492
3857,sts_train_4640,Obama Praises Mandela 'Inspiration',Obama hails Mandela's inspiration effect,0.96,1.0124610662460327
3858,sts_train_1104,A boat with four sails is sailing on water.,Sail boat sailing on the water.,0.7200000000000001,0.6266425251960754
3859,sts_train_3136,"Is it in the food supply?"" says David Ropeik, director of risk communication at the Harvard Center for Risk Analysis.","""It's not zero,"" said David Ropeik, director of risk communication at the Harvard Center for Risk Analysis.",0.35,0.3260251581668854
3860,sick_train_4450,A young girl is sitting in swimming gear,"A young girl is wearing a blue patterned swim suit, a black and yellow swim cap and has blue swimming goggles on her head",0.78,0.7082138657569885
3861,sts_train_1076,A red moped parked on a sidewalk in front of graffiti.,The red scooter is sitting on the street in front of the building.,0.7200000000000001,0.7479257583618164
3862,sick_train_3886,The woman is walking the dog,A woman is rocking over a blanket lying on someone reading a book,0.2799999999999999,0.3333730399608612
3863,sick_train_2970,A man is in a parking lot and is playing tennis against a large wall,A man is in a parking lot and is playing tennis against a friend,0.78,0.7217859625816345
3864,sick_train_6102,A little brown and white dog is running on the sidewalk,A little brown and white dog is running on the road,0.74,0.6944624781608582
3865,sts_train_1746,A black dog retrieves in the snow.,A skateboarder jumping in the street.,0.0,0.0526120923459529
3866,sts_train_407,A woman holds a kangaroo.,A man in a hat sings a song.,0.0,0.0303864777088165
3867,sick_train_6275,The man is carelessly smearing butter on a slice of garlic bread,A man is spreading butter on a piece of bread which is big,0.8,0.8341829776763916
3868,sick_train_6549,Two men are hugging,The man is doing exercises,0.2799999999999999,0.2990265786647796
3869,sts_train_2352,Classical Gas We are all vessels filled with many wonders.,Time of the Season by the Zombies We are all vessels filled with many wonders.,0.48,0.5361476540565491
3870,sts_train_3829,Iran (Islamic Republic of): Iran steps up relief efforts after quakes kill 227,Iran steps up relief efforts after quakes kill 227,0.92,0.8526754975318909
3871,sick_train_5194,Boys are dancing in front of some people,Young men are dancing in front of some people,0.8800000000000001,0.8591076731681824
3872,sts_train_991,A little girl plays the violin on a beach.,The girl sat on the couch to crochet.,0.0,0.2014603465795517
3873,sick_train_3148,Four young men are running away and a car is staying put behind them,The boys are standing in front of the burning car,0.58,0.572956383228302
3874,sts_train_4783,Select images from Bangladesh building collapse,At least 200 killed in Bangladesh building collapse,0.2799999999999999,0.3262373507022857
3875,sick_train_365,A lemur is eating quickly,A lemur is eating,0.96,0.9522592425346376
3876,sick_train_194,A group of people are looking at sound equipment,A group of people are standing around a sound mixing console,0.8,0.7308047413825989
3877,sts_train_1533,An older man is standing outside in front of a truck.,A woman dressed in green is roller skating outside at an event.,0.0,0.0838470160961151
3878,sick_train_4148,Two men are leaving the stage,The men are performing on stage,0.7,0.7217808365821838
3879,sick_train_4853,A child is playing slip and slide in the grass,A child is splashing in a pool for children and no other children are playing in the background,0.523,0.528193473815918
3880,sts_train_4921,TV weatherman Fred Talbot arrested over sex claims,Weatherman Fred Talbot Held Over 'Sex Abuse',0.76,0.7606808543205261
3881,sts_train_4030,Mali interim leader takes office,Mali's Interim President Sworn Into Office,0.8400000000000001,0.9130702018737792
3882,sts_train_4127,Sudan blames Israel for Khartoum arms fire,Sudan accuses Israel of airstrike on arms factory,0.7200000000000001,0.8762519359588623
3883,sick_train_3816,Two men are walking through the grass,Two men are walking through the water,0.64,0.6683942675590515
3884,sts_train_3573,indian troops already fighting rebels in kashmir are now engaged in a massive campaign to destroy poppy crops in the region. ,indian troops already fighting rebels are now also engaged in a massive operation to destroy poppy crops in kashmir.,1.0,0.9634916186332704
3885,sts_train_3033,"Joining Boston on Monday were the Massachusetts communities of Watertown, Saugus and Framingham.","Along with Boston, Watertown, Saugus and Framingham also are going smoke-free Monday.",0.6000000000000001,0.6645246148109436
3886,sts_train_1859,A boy pushes a wagon with two pumpkins.,A child squats behind a wagon with two pumpkins in it.,0.5599999999999999,0.6388618350028992
3887,sts_train_2944,"Toll, Australia's second-largest transport company, last week offered NZ75 a share for Tranz Rail.","Toll last week offered to buy the company for NZ75c a share, or $NZ158 million.",0.7000000000000001,0.7102826237678528
3888,sick_train_173,Some bells are ringing near a cook slicing peppers,A cook is slicing some bell peppers,0.62,0.5600719451904297
3889,sick_train_3468,A middle eastern man is standing with the back against a lamp post near to other people,A man is leaning against a pole and is surrounded,0.78,0.713196873664856
3890,sick_train_3394,Children are playing in a fountain that is spraying water from the ground,Animals are playing in fountains that spray water from the ground,0.67,0.7177532315254211
3891,sick_train_6339,A boy in a band is playing the flute,A girl in a uniform is playing the flute with a marching band,0.7,0.6249717473983765
3892,sts_train_1061,Two people dressed in white standing on a grass field.,A person is standing underneath an overpass near a highway.,0.08,0.1498849987983703
3893,sick_train_4124,Two boys on a couch are playing games on the TV,Two boys on a couch are playing video games,0.94,0.868527352809906
3894,sts_train_2255,I think you need to reread what I wrote.,You need to reread what I wrote.,1.0,1.0662554502487185
3895,sts_train_5129,17 killed in US drone attack on Yemen wedding party,U.S. drone mistakenly kills 14 in Yemen wedding convoy,0.8,0.8095207810401917
3896,sick_train_5588,Two women dressed in white and black are sitting on a bench,Two men dressed in white and black are sitting on a bench,0.72,0.7163205742835999
3897,sts_train_1178,A black and white cow standing in a grassy field.,a black and white cow standing in the field.,0.76,0.8470017313957214
3898,sts_train_5587,Nobel author Doris Lessing dies at 94,Nobel Prize winning author Doris Lessing dies,0.8,0.7796222567558289
3899,sts_train_3950,Sony reports record annual loss,Sony forecasts record annual loss of $6.4bn,0.7200000000000001,0.7384145855903625
3900,sick_train_3161,A child is splashing in a pool for children and other children are playing in the background,A child is not playing slip and slide in the grass,0.58,0.5548712611198425
3901,sts_train_2576,Sendmail said the system can even be set up to permit business-only usage.,"The product can be instructed to permit business-only use, according to Sendmail.",1.0,1.000923752784729
3902,sick_train_4659,The yellow dog is drinking water from a container,A yellow dog is drinking water from the faucet,0.78,0.7793282866477966
3903,sts_train_4807,"Two U.S. soldiers killed in ""insider"" attack in Afghanistan",8 soldiers killed in bomb attack in NW Pakistan,0.16,0.266270250082016
3904,sts_train_4160,Thailand: Iranians planned to attack Israelis,Malaysia to extradite Iranian for attack on Israelis,0.2,0.3331072628498077
3905,sts_train_557,The man is playing a guitar.,A baby is playing a guitar.,0.36,0.4561339914798736
3906,sts_train_1163,Man standing in front of silver train.,Man standing in front of a silver rail car.,0.8800000000000001,0.8632575869560242
3907,sick_train_4485,Two dogs are in a kennel on their hind legs and are facing one another,Two dogs are playing with each other,0.7,0.6832568645477295
3908,sick_train_1092,"A small boy in a shirt, which is yellow, is laughing on the beach",A little boy is wearing a yellow tank top and is laughing,0.853,0.7721202373504639
3909,sts_train_5137,Body of missing South Korean shipping tycoon found in field,Sewol ferry disaster: Body of South Korean shipping tycoon found,0.8400000000000001,0.7874911427497864
3910,sick_train_4214,A man is dancing on the floor,A famous singer is dancing on the ceiling,0.5599999999999999,0.5211762189865112
3911,sts_train_2909,DeVries did make one stop in town Wednesday - registering as a sex offender at the Soledad Police Department.,Convicted child molester Brian DeVries spoke out in response to community outrage Wednesday afternoon after registering as a sex offender at the Soledad Police Department.,0.65,0.6704537272453308
3912,sick_train_5275,A black dog is jumping off a dock into a pond,A black dog is jumping off a dock into water,0.9,0.9176072478294371
3913,sts_train_2841,"Some 660 prisoners from 42 countries, including Canada, are held, many captured during the war against in Afghanistan the al-Qaida network.","Some 660 prisoners from 42 countries are being held at the Naval base at Guantanamo Bay, many captured during the war against Al Qaeda in Afghanistan.",0.6666000000000001,0.6254315376281738
3914,sick_train_3891,A woman in a black shirt is sitting next to a fluorescent green bag,A woman is speaking loudly on her cell phone and is keeping a purse and a yellow bag on the near ledge,0.5469999999999999,0.5650589466094971
3915,sick_train_3503,A cat is playing a piano,A cat is playing a keyboard,0.82,0.850202739238739
3916,sick_train_1987,A man is playing a flute,There is no man playing a guitar,0.7,0.4887188673019409
3917,sick_train_3190,A man is getting into a car in a garage,A man is getting a garage for the car,0.6,0.7794227600097656
3918,sick_train_3985,A man and a woman are running together and holding hands,A couple is running and holding hands,0.89,0.9274770617485046
3919,sick_train_2750,A dog is standing on concrete and is holding a blue ball,A dog is running on concrete and is holding a blue ball,0.8400000000000001,0.8501258492469788
3920,sick_train_6013,The adults and children are not gathered near an outdoor seating arrangement,Adults and children standing and playing in front of steps near a wooded area,0.58,0.6019279360771179
3921,sts_train_2245,Jury nullification does not mean that a law is unconstuitutional.,Jury nullification means a law isn't Constitutional?,0.7200000000000001,0.5914489030838013
3922,sick_train_2417,Two white dogs are running together,Two white puppies are playing near water,0.7,0.7443907856941223
3923,sick_train_6074,The land near a white bird is being watered swiftly,A white bird is landing swiftly in the water,0.58,0.5570490956306458
3924,sts_train_997,The men are playing soccer.,A man is riding a motorcycle.,0.0,0.2217757403850555
3925,sts_train_4480,Jesse Jackson Jr. and wife to plead guilty to fraud,"Jesse Jackson Jr., Wife to Plead Guilty to Fraud",0.92,0.95724356174469
3926,sts_train_1821,A dog in the snow.,Two dogs in snow.,0.6000000000000001,0.5802290439605713
3927,sick_train_21,An older man and a woman are riding bikes on the boardwalk near the ocean,A middle aged man and woman are riding horses down a road beside the water,0.4599999999999999,0.5380441546440125
3928,sts_train_4664,US Senate to vote on fiscal cliff deal as deadline nears,Fiscal cliff: House delays vote on fiscal cliff deal - live,0.5599999999999999,0.53962641954422
3929,sick_train_591,The microphone in front of the talking parrot is being muted,A parrot is speaking,0.62,0.6600958704948425
3930,sts_train_3496,police stated tsai wen-huang would be extradited to taiwan. ,police stated that-- chung has been on the run.,0.36,0.4273673593997955
3931,sick_train_5973,The man in a grey t-shirt is sitting on a rock in front of the waterfall,Somebody is sitting at the waterfall and looking at a woman,0.7,0.5908942818641663
3932,sts_train_365,A woman is powdering her face.,The woman is tapping her fingers on the table.,0.16,0.1595386415719986
3933,sts_train_616,A man sliced through a bunch of water bottles with a knife.,A man is slicing a line of water bottles with a knife,0.8800000000000001,0.9400195479393004
3934,sts_train_546,A woman is dancing.,The man is dancing.,0.52,0.541973888874054
3935,sick_train_6069,A man is cutting an onion,There is no woman slicing an onion,0.6599999999999999,0.7143426537513733
3936,sick_train_6574,An opponent is tackling a soccer player,A soccer player is being tackled by his opponent,0.98,0.9611180424690248
3937,sick_train_1965,The boy is standing next to the opening of a fountain,A boy is standing next to the opening of a fountain,1.0,0.9447759985923768
3938,sts_train_5710,Thousands cross Austria-Hungary border,Thousands of Russians stranded abroad,0.2,0.3351843059062958
3939,sts_train_3800,China news agency: Still hope for Syria peace,China state news agency: There's still hope for Syria peace,0.8400000000000001,0.9975616335868835
3940,sts_train_5304,US seeks to reassure wary Gulf allies over Iran deal,Hagel seeks to reassure jittery Gulf allies after Iran deal,0.8,0.8078930974006653
3941,sick_train_2214,"A large, gray ball is hitting a running dog, which is carrying some grass in its mouth",A large dog is running on the grass with a tennis ball in its mouth,0.49,0.6608847975730896
3942,sick_train_5507,A woman is chopping a red onion,A woman is chopping an onion,0.9,0.9234085083007812
3943,sts_train_4960,North Korea shuns offer of talks,North Korea shoots 2 rockets,0.24,0.2394594550132751
3944,sts_train_1543,Two large dogs running in some grass.,Two brindle dogs running in the grass.,0.8400000000000001,0.7906028628349304
3945,sick_train_4751,Young men are dancing in front of some people,Two men are doing a funny skit with a boxer in front of a crowd of people,0.58,0.5692214369773865
3946,sick_train_3278,A person on a bike is in the air near a body of water,A man on a green car is performing tricks on a dirt ramp,0.4,0.4918595254421234
3947,sts_train_5174,Colorado wildfire destroys more than 90 homes as winds worsen,Colorado wildfire may be biggest property destroyer in state history,0.7200000000000001,0.7827923893928528
3948,sts_train_5425,Air strikes kills dozens in northern Syria,Ukraine will not give 'an inch' over Crimea,0.0,0.0202463380992412
3949,sick_train_6630,A kitten is getting bored,A kitten is playing with a blue rope toy,0.52,0.5681250095367432
3950,sick_train_6118,Three men and a woman are standing still for a picture,Three men and a woman are posing for a picture,0.91,0.8879589438438416
3951,sts_train_655,A woman fires a shotgun.,A woman is shooting a gun.,0.6400000000000001,0.889301598072052
3952,sick_train_4465,Pedestrians and cars are moving through a traffic jam in a small city,Some people and vehicles are on a crowded street,0.78,0.8398253321647644
3953,sts_train_2691,Mr. Manuel and his group entered the United States by walking across the bridge linking Matamoros and Brownsville.,"Manuel and his group entered the US the same way thousands of people do every day, by walking across the bridge between Matamoros and Brownsville.",0.8,0.7621219158172607
3954,sick_train_1624,The little dog is dropping the bedroom slipper from its mouth,The little dog is grabbing the bedroom slipper with its mouth,0.72,0.7049460411071777
3955,sick_train_2313,A woman is walking in a city street,A woman is wearing a long black coat and a brown hat and is walking past a park with a lot of blooming trees,0.6,0.663484513759613
3956,sts_train_68,A man is getting into a car.,A man is getting into a car in a garage.,0.7666000000000001,0.7197051644325256
3957,sick_train_6552,The man is not cutting the tape on the box,A man is cutting a box,0.62,0.6989151835441589
3958,sick_train_5865,A piano is being played by a man,The play is about a happy boy playing the piano,0.52,0.5710838437080383
3959,sts_train_1704,Three dogs pulling a man on a bicycle through the snow.,"The dogs are pulling a man on a type of bike, through the snow.",1.0,0.9697323441505432
3960,sick_train_3806,A snowboarder is doing a flip over a mound of snow,Somebody is leaping in the air on a board,0.72,0.7411953210830688
3961,sick_train_3351,Someone is drawing a person,The person is drawing,0.8,0.9350619912147522
3962,sts_train_1029,A school bus is driving uphill on a rural road.,A race care driving along a dirt road.,0.2,0.2339241206645965
3963,sts_train_5733,UK Leader Signals Support for Airstrikes on IS in Syria,Why Cyprus backs Cameron's push for UK air strikes in Syria,0.2,0.2820863425731659
3964,sts_train_14,A person is folding a piece of paper.,Someone is folding a piece of paper.,0.9334,1.0159912109375
3965,sick_train_2350,A young child with black hair is taking a picture with a camera,A camera is being held in front of the face of a child,0.7,0.7309907078742981
3966,sick_train_2621,There is no monkey kicking at the gloved hand of a person,A monkey is kicking at the gloved hand of a person,0.853,0.905986189842224
3967,sts_train_5689,Prince William dons samurai gear on Japan tour,Prince William of Britain arrives in Beijing,0.4,0.5153939723968506
3968,sts_train_117,A woman is flipping pancakes.,A cartoon chef is flipping pancakes.,0.5066,0.499161422252655
3969,sick_train_5543,A young boy is quickly jumping off a chair,A young boy is jumping off a chair,0.86,0.9419814944267272
3970,sick_train_6737,"Four middle eastern children, three girls and one boy, are climbing on the grotto with a pink interior",A group of kids is playing on a colorful structure,0.76,0.7395268082618713
3971,sts_train_4181,Storm delays start of Republican convention,"Storm lashes Florida, delaying Republican convention",0.8800000000000001,0.9279524087905884
3972,sts_train_4009,Egyptians to vote for new president,Somali MPs to elect new president,0.16,0.159591943025589
3973,sts_train_2293,Jury nullification means a law isn't Constitutional?,No. Jury nullification does not mean that a law is unconstuitutional.,0.4,0.4849516451358795
3974,sick_train_4013,Two children are lying in the snow and are making snow angels,Two people wearing snowsuits are on the ground making snow angels,0.92,0.7857072949409485
3975,sick_train_2401,The boy is checking a calendar,A boy is checking a calendar,0.98,0.9312179684638976
3976,sick_train_6777,A young girl in blue is jumping in the air,A young girl in a blue leotard is jumping on the ground,0.76,0.7640992999076843
3977,sts_train_4702,U.S. has determined Syria used chemical weapons,UN votes to eliminate Syria's chemical weapons,0.5599999999999999,0.5308286547660828
3978,sts_train_518,A woman is handling a frog.,A man is holding a frog.,0.75,0.8004320859909058
3979,sts_train_1611,A young child slides down an orange slide.,A little boy in denim overalls slides down an orange slide.,0.734,0.7270824909210205
3980,sick_train_2819,A woman is playing the flute,A man is playing the flute,0.74,0.738117516040802
3981,sick_train_3819,A seabird is slowly flying over some rocks,A seabird is flying over some rocks,0.94,0.9510876536369324
3982,sts_train_4762,Four arrested as Bangladesh building toll rises to 352,Owner arrested as Bangladesh building toll reaches 372,0.52,0.4442394971847534
3983,sick_train_4913,A person is frying some food,A person is peeling a potato,0.48,0.4940902292728424
3984,sts_train_2276,Hi Pro and Corn: How many threads do you plan on making?,How many threads do you plan on making?,0.8,0.7826852202415466
3985,sick_train_1716,A man is cutting a paper,A man is cutting himself with a piece of paper,0.5599999999999999,0.8267956376075745
3986,sts_train_1511,Man riding a bicycle down a narrow path.,A man riding a unicycle down a paved road,0.52,0.5394076108932495
3987,sts_train_1895,A boy waves around a sparkler.,A young boy is twisting a sparkler around in the air.,0.8800000000000001,0.9142190217971802
3988,sts_train_3542,additional individuals and entities are subject to an assets freeze. ,the resolution includes a broadened list of individuals and entities subject to an assets freeze.,0.76,0.7796909213066101
3989,sts_train_2445,Last night Japanese forces attacked Hong Kong.,Last night Japanese forces attacked the Philippine Islands.,0.52,0.5965982675552368
3990,sts_train_4374,Gunmen kill 10 foreign tourists in northern Pakistan,Gunmen kill 11 foreign climbers in Pakistan,0.68,0.7047006487846375
3991,sick_train_4317,Three people are driving ATVs,ATVs are being driven by three people,1.0,0.9492112994194032
3992,sts_train_1775,Brown dog running on grass.,The dog is running on grass.,0.8,0.9015417695045472
3993,sts_train_2498,"And yes, Marilyn Monroe is definitely part of the story, titled ""Arthur Miller, Elia Kazan and the Blacklist: None Without Sin.""","Note the subheading of this terrible parable in the ""American Masters"" series, ""Arthur Miller, Elia Kazan and the Blacklist: None Without Sin.""",0.52,0.5987112522125244
3994,sick_train_6686,A monkey is pulling a dog's tail,A dog is pulling a monkey's tail,0.78,0.8291950821876526
3995,sick_train_5039,A group of students in uniforms is listening attentively at the front of the class,A classroom full of students is looking in the same direction inside a bamboo structure,0.5599999999999999,0.6310880184173584
3996,sick_train_1231,The malnourished looking dog is standing on its hind legs and is preparing to jump,A brown dog is jumping in the air,0.58,0.719128429889679
3997,sts_train_3612,if japan rises to the occasion japan will never be beaten even in terms of military power. ,ozawa said that if japan rises to the occasion then japan will never be beaten even in terms of military power.,0.7200000000000001,0.7681479454040527
3998,sick_train_4285,A woman is frying meat,A woman is frying food,0.9,0.8994624018669128
3999,sts_train_1272,A mallard and a tame white duck on the grass near water.,A small child in a pink dress sits on a table.,0.0,0.0346549674868583
4000,sts_train_3970,Space legend Neil Armstrong dies,First man on moon Neil Armstrong dies at 82,0.8,0.7527632117271423
4001,sick_train_1437,A young child is wearing green boots and playing in a puddle full of mud,A little boy is jumping into a puddle on the street,0.76,0.7289620637893677
4002,sick_train_1223,There is no man playing the guitar,A man is playing the drums,0.48,0.4292702674865722
4003,sick_train_3549,A light brown dog is running up a street,A great dog is getting down a steep hill,0.54,0.4894227087497711
4004,sts_train_3589,"the cfe limits the use of armed forces and heavy weaponry and prescribes measures aimed at confidence-building, transparency and cooperation between member states. ","the treaty limits deployments of tanks and troops in nato and former easter european warsaw pact countries and establishes confidence-building, transparency and cooperation measures between member",0.76,0.822249710559845
4005,sick_train_3748,One person is standing in a vast field of glacial ice,The person is standing on white ice,0.8,0.8074057698249817
4006,sts_train_245,A man drove his car.,A man is driving a car.,0.8500000000000001,0.8228854537010193
4007,sick_train_6704,There is no man sprinkling shredded cheese on a pizza,A man is putting some cheese on a pizza,0.62,0.7792577147483826
4008,sick_train_2064,A man in a car is pulling up beside a woman that is who along a road,A man in a car is not pulling up beside a woman who is walking along a road,0.64,0.8384419083595276
4009,sts_train_3018,"On Tuesday, the central bank left interest rates steady, as expected, but also declared that overall risks were weighted toward weakness and warned of deflation risks.","The central bank's policy board left rates steady for now, as widely expected, but surprised the market by declaring that overall risks were weighted toward weakness.",0.8,0.797990083694458
4010,sick_train_5801,A group of scouts are hiking through the grass,People are walking,0.72,0.7478585243225098
4011,sick_train_4903,A group of people is equipped with gear used for protection,A person in biking gear is standing steadily in front of some mountains ,0.4,0.448825478553772
4012,sick_train_6851,The adults and children are being grouped near an outdoor seating arrangement,The adults and children are being gathered near an outdoor seating arrangement,1.0,1.0104690790176392
4013,sick_train_843,A man is putting down the guitar,A woman is playing a guitar,0.54,0.572398841381073
4014,sts_train_3892,US: Madoff brother to plead guilty in NY in fraud,Madoff's brother to plead guilty to fraud,0.8400000000000001,0.9443004727363586
4015,sts_train_3600,"hong kong universities collaborate with universities, businesses and government sectors of mainland china to coordinate training programs and research centers to promote high-tech research, commercialization, and technology transfer. ","hong kong universities have collaborated with tertiary education, business and government sectors of mainland china to direct training programs and research centers to promote research commercialization and technology transfer.",1.0,0.9862686991691588
4016,sick_train_633,The panda is not eating bamboo,A man on a bicycle is riding on one wheel only,0.2,0.2354692816734314
4017,sts_train_2433,Cone threw an  game.,Addie Joss Cone threw an  game.,0.8400000000000001,0.8525049090385437
4018,sts_train_569,A man is exercising.,A girl is exercising.,0.6000000000000001,0.5383176803588867
4019,sick_train_4870,A deer is jumping over a cyclone fence,The deer is not jumping over the fence,0.74,0.8862581849098206
4020,sick_train_3904,Two people wearing helmets are not riding over the yellow and white flowers,Two adults are standing on a scooter in a field of yellow flowers,0.6599999999999999,0.625899612903595
4021,sts_train_4198,Syrian Arab Republic (the): Syrian Arab Republic: Syrian Refugees (as of 28 June 2012),Syrian Arab Republic (the): More than 70 killed in Syria ahead of Annan return,0.24,0.2470210492610931
4022,sts_train_3450,Hospitals and the Red Cross appealed to blood donors yesterday.,The Connecticut Hospital Association joined the Red Cross Monday in calling for more blood donors.,0.75,0.734947681427002
4023,sick_train_5456,Two children are crouching under some metal bars,Two children are peering over a rusty ledge,0.52,0.5665109753608704
4024,sick_train_1247,A brown duck with a green head is flapping its wings in the water,A bird is flapping its wings on the water,0.86,0.8986830711364746
4025,sick_train_3405,A girl is wearing a pink shirt with white writing on it and is lying in the grass,A girl is naked and is standing on the grass,0.5599999999999999,0.6336689591407776
4026,sts_train_3925,Obama team raises debate stakes,Obama takes offensive against Romney in debate,0.5599999999999999,0.6893073916435242
4027,sick_train_1741,There is no man breaking a slab of concrete with a sledge hammer,The man is using a sledgehammer to break a concrete block that is on another man,0.7,0.7726483941078186
4028,sts_train_2337,Put a Little Love in your Heart We are all vessels filled with many wonders.,Landon And So This is Christmas We are all vessels filled with many wonders.,0.5599999999999999,0.7018769979476929
4029,sts_train_5672,Iraq bombings kill at least 26,Iraq suicide bomber kills at least 12,0.4,0.5183613300323486
4030,sick_train_4105,A little boy is jumping into a puddle on the street,A little boy is getting out of a puddle in the street,0.8,0.8020806312561035
4031,sick_train_829,A couple is running towards the ocean,A couple is running towards the water,0.92,0.8489559292793274
4032,sick_train_3848,A toddler is riding a plastic scooter toy,A young child is riding a three wheeled scooter down the sidewalk,0.8,0.7002017498016357
