id,s1,s2,score
sick_train_4193,"['band', 'sing']","['woman', 'care', 'remov', 'makeup']",0.2
sick_train_1365,"['woman', 'measur', 'man']","['woman', 'measur', 'woman']",0.7
sick_train_7082,"['woman', 'sever', 'toe', 'empti', 'leather', 'boot', 'sword']","['man', 'cut', 'boot', 'sword']",0.72
sts_train_1525,"['white', 'brown', 'dog', 'run', 'across', 'grass']","['brown', 'white', 'dog', 'run', 'across', 'grass']",0.96
sts_train_833,"['woman', 'squeez', 'cucumb', 'slice']","['woman', 'get', 'dous', 'green', 'slime']",0.15
sick_train_2861,"['two', 'dog', 'two', 'peopl', 'sit', 'wood']","['two', 'dog', 'two', 'peopl', 'walk', 'wood']",0.72
sts_train_320,"['woman', 'pick', 'kangaroo']","['woman', 'carri', 'kangaroo']",0.7000000000000001
sick_train_2773,"['woman', 'dice', 'garlic']","['woman', 'dice', 'garlic']",0.6
sts_train_4671,"['num', 'hurt', 'new', 'orlean', 'shoot']","['polic', 'num', 'hurt', 'nola', 'mother', 'day', 'shoot']",0.8400000000000001
sick_train_1591,"['parrot', 'speak']","['parrot', 'speak']",1.0
sts_train_3665,"['elbaradei', 'intern', 'atom', 'energi', 'agenc', 'chief']","['moham', 'elbarad', 'intern', 'atom', 'energi', 'agenc', 'director', 'gener']",0.96
sick_train_1200,"['man', 'sing', 'microphon']","['man', 'sit', 'rain']",0.3
sick_train_2442,"['dog', 'run', 'grassi', 'hill']","['dog', 'run', 'grassi', 'hill']",0.72
sick_train_1589,"['brown', 'dog', 'play', 'fight', 'sandi', 'beach']","['brown', 'dog', 'red', 'dog', 'frolick', 'beach']",0.72
sts_train_3784,"['french', 'elect', 'turnout', 'higher', 'expect']","['french', 'presidenti', 'elect', 'first', 'round', 'live', 'updat']",0.2
sick_train_3598,"['one', 'man', 'talk', 'girl', 'internet', 'camera']","['teen', 'talk', 'boy', 'girl', 'webcam']",0.62
sick_train_1381,"['parrot', 'speak']","['parrot', 'silent', 'front', 'microphon']",0.58
sts_train_3303,"['hugh', 'refus', 'rehir', 'hernandez', 'complain', 'equal', 'employ', 'opportun', 'commiss']","['hernandez', 'file', 'equal', 'employ', 'opportun', 'commiss', 'complaint', 'su']",0.68
sts_train_5315,"['quot', 'leader', 'famili', 'mandela', 'memori']","['world', 'unit', 'mandela', 'memori']",0.48
sts_train_4011,"['qaida', 'leader', 'call', 'kidnap', 'western', 'egypt']","['alqaida', 'leader', 'urg', 'kidnap', 'western']",0.7200000000000001
sick_train_2943,"['blond', 'woman', 'sit', 'roof', 'yellow', 'vehicl', 'two', 'peopl', 'insid']","['blond', 'woman', 'sit', 'roof', 'yellow', 'vehicl', 'two', 'peopl', 'outsid']",0.76
sts_train_2379,"['might', 'like', 'obama', 'view']","['might', 'like', 'posit', 'hold', 'atleast']",0.52
sts_train_815,"['man', 'ride', 'one', 'wheel', 'motorcycl']","['person', 'perform', 'trick', 'motorcycl']",0.6000000000000001
sts_train_111,"['man', 'play', 'piano']","['person', 'play', 'piano']",0.8800000000000001
sts_train_855,"['woman', 'read', 'lifestyl', 'magazin']","['woman', 'slice', 'meat', 'piec']",0.1
sts_train_2100,"['commod', 'expand', 'valueform']","['elementari', 'commoditycapit', 'valueform']",0.7200000000000001
sick_train_4293,"['hors', 'rider', 'fall', 'hurdl']","['hors', 'rider', 'leap', 'barrier']",0.62
sts_train_4859,"['u', 'senat', 'confirm', 'yellen', 'fed', 'next', 'chair']","['u', 'senat', 'confirm', 'janet', 'yellen', 'new', 'central', 'bank', 'chief']",0.8400000000000001
sts_train_1683,"['young', 'boy', 'jump', 'air', 'beach']","['boy', 'jump', 'air', 'beach']",0.96
sts_train_4177,"['franc', 'warn', 'syria', 'chemic', 'weapon', 'use']","['un', 'concern', 'possibl', 'syria', 'chemic', 'weapon']",0.44
sick_train_5816,"['plane', 'take']","['airplan', 'take']",0.5599999999999999
sick_train_3751,"['someon', 'fold', 'piec', 'paper']","['person', 'fold', 'piec', 'paper']",0.8400000000000001
sick_train_5609,"['girl', 'play', 'wind', 'instrument']","['boy', 'play', 'wind', 'instrument']",0.74
sick_train_1499,"['man', 'play', 'two', 'keyboard']","['cat', 'play', 'keyboard']",0.4599999999999999
sts_train_840,"['woman', 'feed', 'aardvark']","['woman', 'chop', 'garlic']",0.08
sts_train_2804,"['vienna', 'iaea', 'said', 'elbaradei', 'would', 'accept', 'invit', 'although', 'date', 'yet', 'set']","['vienna', 'intern', 'atom', 'energi', 'agenc', 'said', 'monday', 'elbaradei', 'accept', 'iran', 'invit', 'said', 'date', 'yet', 'set']",0.65
sts_train_5345,"['queen', 'visit', 'britain', 'new', 'princ']","['queen', 'meet', 'britain', 'new', 'babi', 'princ']",1.0
sick_train_953,"['potato', 'cut', 'man']","['man', 'slice', 'potato']",0.94
sts_train_4522,"['macau', 'gambl', 'revenu', 'hit', 'record', 'num', 'bn', 'num']","['macau', 'gambl', 'revenu', 'hit', 'record', 'usnumb', 'num']",1.0
sts_train_3622,"['amnesti', 'intern', 'publish', 'report', 'state', 'indian', 'project', 'sell', 'attack', 'helicopt', 'myanmar', 'threaten', 'european', 'union', 'arm', 'embargo', 'myanmar']","['amnesti', 'intern', 'report', 'titl', 'indian', 'helicopt', 'myanmar', 'make', 'mockeri', 'eu', 'arm', 'embargo']",0.76
sts_train_4782,"['num', 'kill', 'num', 'injur', 'bomb', 'blast', 'nw', 'pakistan']","['num', 'kill', 'num', 'injur', 'blast', 'nw', 'pakista']",0.52
sts_train_594,"['man', 'play', 'guitar']","['woman', 'play', 'electr', 'guitar']",0.44
sick_train_3579,"['peopl', 'beach', 'full', 'sand', 'ocean', 'enjoy', 'day', 'full', 'sun']","['bunch', 'peopl', 'shore']",0.76
sts_train_4833,"['tornado', 'rip', 'midwest', 'kill', 'num', 'devast', 'neighborhood']","['tornado', 'damag', 'storm', 'hit', 'u', 'midwest', 'kill', 'num']",0.6400000000000001
sick_train_4349,"['rabbit', 'play', 'toy', 'rabbit']","['rabbit', 'play', 'toy']",0.9
sick_train_1661,"['dog', 'furri', 'black', 'back', 'yard', 'carri', 'basket', 'mouth']","['dog', 'next', 'tree', 'probabl', 'pine', 'bite', 'bucket']",0.5
sick_train_5681,"['woman', 'shoeless', 'sit', 'blanket', 'lavend', 'umbrella']","['girl', 'black', 'hat', 'wear', 'bikini', 'beach']",0.5
sick_train_6136,"['guitar', 'play', 'girl']","['person', 'practic', 'guitar']",0.76
sts_train_651,"['monkey', 'brush', 'bull', 'dog']","['monkey', 'brush', 'dog']",0.8400000000000001
sick_train_2693,"['man', 'play', 'basebal', 'flute']","['man', 'play', 'soccer']",0.393
sts_train_2343,"['great', 'thing', 'live', 'there', 'space']","['bad', 'thing', 'there', 'space']",0.36
sick_train_6066,"['cardboard', 'box', 'touch', 'man', 'black', 'hat']","['man', 'black', 'hat', 'touch', 'cardboard', 'box']",0.98
sts_train_4410,"['islamist', 'attack', 'north', 'mali', 'citi', 'suicid', 'bomb']","['islamist', 'attack', 'malian', 'troop', 'gao']",0.6400000000000001
sick_train_520,"['man', 'cut', 'note']","['person', 'tear', 'paper']",0.72
sick_train_5103,"['man', 'dress', 'black', 'wear', 'inlin', 'skate', 'perform', 'trick', 'rail']","['woman', 'dress', 'black', 'wear', 'inlin', 'skate', 'perform', 'trick', 'rail']",0.6
sts_train_4984,"['explos', 'kill', 'num', 'outsid', 'two', 'mosqu', 'lebanon', 'tripoli']","['num', 'explos', 'rock', 'citi', 'northern', 'lebanon']",0.4
sts_train_2711,"['annika', 'sorenstam', 'get', 'first', 'opportun', 'test', 'object', 'week', 'mcdonald', 'lpga', 'championship']","['appet', 'devour', 'annika', 'sorenstam', 'move', 'entre', 'week', 'mcdonald', 'lpga', 'championship']",0.6000000000000001
sick_train_5495,"['girl', 'littl', 'comb', 'hair', 'poni', 'tail']","['girl', 'littl', 'ruffl', 'hair']",0.7
sick_train_518,"['footbal', 'player', 'purpl', 'jersey', 'run', 'ball', 'touchdown']","['footbal', 'player', 'run', 'past', 'offici', 'carri', 'footbal']",0.7
sts_train_3392,"['name', 'complaint', 'former', 'chief', 'execut', 'offic', 'paul', 'allair', 'g', 'richard', 'thoman', 'former', 'cfo', 'barri', 'romeril']","['execut', 'fine', 'includ', 'former', 'chief', 'execut', 'paul', 'allair', 'g', 'richard', 'thoman', 'well', 'former', 'chief', 'financi', 'offic', 'barri', 'romeril']",0.6888000000000001
sick_train_1167,"['woman', 'cut', 'broccoli']","['woman', 'slice', 'veget']",0.8400000000000001
sts_train_4737,"['russia', 'alon', 'blame', 'syrian', 'rebel', 'chemic', 'attack', 'u']","['russia', 'ask', 'un', 'consid', 'inquiri', 'syria', 'chemic', 'arm', 'use']",0.52
sts_train_917,"['woman', 'cut', 'pink', 'loaf', 'knife']","['man', 'play', 'guitar']",0.0236
sts_train_786,"['woman', 'swing', 'arm']","['woman', 'slice', 'onion']",0.16
sts_train_5734,"['n', 'korea', 'agre', 'talk', 'south']","['johor', 'crown', 'fifth', 'sultan']",0.0
sts_train_2075,"['dr', 'neander', 'revis', 'version']","['neander', 'revis', 'version']",0.8
sick_train_3612,"['woman', 'black', 'dress', 'pull', 'cart', 'stand', 'front', 'two', 'men', 'seat', 'park', 'bench']","['woman', 'black', 'dress', 'pull', 'cart', 'stand', 'near', 'two', 'men', 'seat', 'park', 'bench']",0.92
sick_train_1959,"['onion', 'slice', 'woman']","['woman', 'slice', 'onion']",0.98
sts_train_5651,"['singapor', 'share', 'open', 'num', 'lower', 'thursday']","['singapor', 'share', 'open', 'num', 'higher', 'thursday']",0.4
sts_train_4577,"['amazon', 'bezo', 'buy', 'washington', 'post', 'num', 'million']","['amazon', 'bezo', 'buy', 'washington', 'post', 'numm']",0.92
sick_train_6871,"['two', 'men', 'fight', 'pastur', 'cow']","['two', 'men', 'fight', 'cattl', 'pen']",0.8
sick_train_3433,"['skateboard', 'make', 'jump', 'ramp']","['man', 'dress', 'black', 'wear', 'inlin', 'skate', 'perform', 'trick', 'rail']",0.4599999999999999
sick_train_6181,"['two', 'child', 'crouch', 'metal', 'bar']","['two', 'child', 'stretch', 'metal', 'bar']",0.6799999999999999
sick_train_3482,"['woman', 'put', 'babi', 'trash']","['person', 'put', 'meat', 'skillet']",0.2
sts_train_2694,"['im', 'proud', 'citizen', 'state', 'gov', 'john', 'baldacci', 'said', 'vote', 'tuesday', 'referendum', 'count']","['im', 'proud', 'citizen', 'state', 'said', 'gov', 'john', 'baldacci', 'casino', 'foe']",0.6400000000000001
sick_train_6331,"['mountain', 'climb', 'two', 'men']","['one', 'man', 'climb', 'rock', 'wall', 'anoth', 'man', 'hold', 'rope']",0.74
sick_train_3299,"['littl', 'girl', 'look', 'woman', 'costum']","['young', 'girl', 'look', 'woman', 'costum']",0.94
sick_train_4593,"['littl', 'girl', 'swing', 'woman', 'stand', 'behind']","['girl', 'stand', 'behind', 'littl', 'woman', 'swing']",0.6799999999999999
sts_train_4013,"['num', 'kill', 'bu', 'crash']","['num', 'kill', 'crash', 'india']",0.32
sick_train_6823,"['woman', 'deep', 'fri', 'food']","['woman', 'fri', 'food']",0.94
sts_train_470,"['man', 'sat', 'chair', 'stare']","['littl', 'girl', 'put', 'hair', 'poni', 'tail']",0.0
sick_train_1199,"['young', 'man', 'rock', 'climb']","['young', 'man', 'rock', 'climb']",0.8400000000000001
sick_train_5632,"['man', 'wear', 'blue', 'shirt', 'walk', 'barefoot', 'tenni', 'court']","['barefoot', 'man', 'pajama', 'look', 'toward', 'sky', 'walk', 'tenni', 'court']",0.72
sick_train_4011,"['four', 'dog', 'play', 'grassi', 'area']","['four', 'dog', 'play', 'grassi', 'area']",0.58
sick_train_6414,"['man', 'drink', 'orang', 'juic', 'walk']","['person', 'drink', 'orang', 'juic', 'walk']",0.9
sts_train_2136,"['stupid', 'true']","['amus', 'think', 'even', 'might', 'true']",0.6000000000000001
sts_train_3552,"['iranian', 'govern', 'state', 'iranian', 'nuclear', 'program', 'remain', 'peac']","['iranian', 'govern', 'say', 'nuclear', 'program', 'peac']",1.0
sts_train_2973,"['express', 'script', 'esrxo', 'share', 'fell', 'num', 'percent', 'close', 'num', 'nasdaq']","['share', 'express', 'script', 'esrxo', 'fell', 'num', 'percent', 'num', 'nasdaq', 'late', 'morn', 'trade']",0.6000000000000001
sick_train_4117,"['woman', 'chop', 'broccoli']","['woman', 'chop', 'garlic']",0.5599999999999999
sick_train_4988,"['band', 'play', 'instrument']","['man', 'play', 'electron', 'keyboard']",0.74
sick_train_1015,"['man', 'boy', 'stand', 'bottom', 'stair', 'outdoor']","['man', 'boy', 'stand', 'bottom', 'stair', 'outdoor']",1.0
sick_train_1054,"['someon', 'take', 'okra', 'pot']","['someon', 'boil', 'okra', 'pot']",0.76
sick_train_2599,"['person', 'read', 'email']","['person', 'green', 'shirt', 'jump', 'high', 'grass']",0.22
sts_train_2979,"['share', 'ed', 'close', 'thursday', 'num', 'gain', 'num', 'cent']","['share', 'ed', 'close', 'thursday', 'num', 'num', 'cent', 'new', 'york', 'stock', 'exchang']",0.7334
sts_train_2174,"['factcheck', 'dont', 'know', 'anyon', 'make', 'fuss', 'bet']","['dont', 'know', 'anyon', 'make', 'fuss', 'bet']",0.8800000000000001
sts_train_1549,"['man', 'jump', 'water']","['man', 'air']",0.48
sts_train_2803,"['nation', 'board', 'certifi', 'teacher', 'master', 'degre', 'kelley', 'make', 'salari', 'num', 'numth', 'year']","['nation', 'board', 'certifi', 'teacher', 'master', 'degre', 'kelley', 'numth', 'year', 'teach', 'make', 'num']",0.95
sts_train_1835,"['larg', 'black', 'white', 'dog', 'swim', 'water']","['black', 'white', 'dog', 'stick', 'muddi', 'water']",0.7200000000000001
sts_train_5149,"['hagu', 'concern', 'conduct', 'zimbabw', 'elect']","['zimbabw', 'grave', 'concern', 'elect']",0.5599999999999999
sick_train_82,"['man', 'sing', 'play', 'guitar']","['man', 'sing', 'play', 'guitar']",0.7
sick_train_4970,"['girl', 'wear', 'shirt', 'color', 'white', 'pink', 'skirt', 'stand', 'front', 'hous']","['girl', 'wear', 'white', 'shirt', 'pink', 'skirt', 'stand', 'front', 'hous']",0.96
sts_train_4012,"['china', 'stock', 'close', 'mix', 'friday']","['chines', 'stock', 'close', 'higher', 'midday', 'friday']",0.52
sick_train_6822,"['man', 'sprinkl', 'season', 'sever', 'slice', 'butter', 'loaf', 'bread']","['man', 'slice', 'garlic', 'put', 'away', 'bread']",0.6
sick_train_4824,"['person', 'yellow', 'clean', 'bike', 'take', 'jump']","['cyclist', 'yellow', 'bike', 'airborn']",0.8800000000000001
sts_train_3705,"['key', 'european', 'arm', 'control', 'treati', 'must', 'maintain']","['cfe', 'treati', 'key', 'european', 'arm', 'control', 'treati']",0.44
sick_train_377,"['someon', 'beauti', 'play', 'piano']","['someon', 'play', 'piano']",0.9
sts_train_3179,"['procedur', 'gener', 'perform', 'second', 'third', 'trimest']","['techniqu', 'use', 'second', 'occasion', 'third', 'trimest', 'pregnanc']",0.9
sts_train_3740,"['much', 'concern', 'drug']","['much', 'work', 'done']",0.08
sts_train_4058,"['obama', 'urg', 'decis', 'action', 'europ', 'debt', 'crisi']","['obama', 'urg', 'europ', 'act', 'quickli', 'crisi']",0.68
sick_train_4947,"['woman', 'skateboard', 'trick', 'outdoor', 'park', 'porch']","['man', 'trick', 'skateboard']",0.72
sts_train_3935,"['mob', 'kill', 'man', 'burn', 'quran']","['pakistani', 'mob', 'kill', 'man', 'burn', 'koran']",0.8
sts_train_3679,"['host', 'australian', 'govern']","['u', 'plan', 'anger', 'russian', 'govern']",0.0
sts_train_4871,"['senat', 'confirm', 'yellen', 'fed', 'head']","['u', 'senat', 'confirm', 'yellen', 'fed', 'next', 'chair']",0.8400000000000001
sick_train_115,"['dog', 'furri', 'black', 'back', 'yard', 'carri', 'basket', 'mouth']","['dog', 'backyard', 'carri', 'black', 'fur', 'basket', 'mouth']",0.78
sick_train_5126,"['two', 'kid', 'play', 'swim', 'pool', 'green', 'color', 'crocodil', 'float']","['inflat', 'crocodil', 'push', 'two', 'kid', 'pool']",0.82
sick_train_5345,"['woman', 'wear', 'pink', 'boa', 'ride', 'bicycl', 'bridg', 'built', 'pedestrian']","['woman', 'wear', 'silver', 'pant', 'pink', 'bellbottom', 'pink', 'scarf', 'ride', 'bike']",0.5
sick_train_6794,"['three', 'peopl', 'stand', 'next', 'tree', 'limb']","['two', 'child', 'hang', 'larg', 'branch']",0.5
sick_train_1038,"['black', 'dog', 'white', 'dog', 'wrestl', 'floor']","['black', 'dog', 'white', 'dog', 'wrestl', 'ground']",0.94
sick_train_237,"['man', 'aim', 'gun']","['man', 'draw', 'gun']",0.8400000000000001
sick_train_6780,"['monkey', 'pull', 'dog', 'tail']","['monkey', 'teas', 'dog', 'zoo']",0.76
sts_train_5560,"['uganda', 'presid', 'sign', 'antigay', 'bill']","['uganda', 'presid', 'sign', 'harsh', 'antigay', 'law']",0.8
sick_train_348,"['woman', 'blue', 'yellow', 'ball', 'mitt']","['man', 'blue', 'yellow', 'ball', 'mitt']",0.5599999999999999
sts_train_87,"['man', 'swim', 'underwat']","['woman', 'swim', 'underwat']",0.4
sick_train_1335,"['man', 'shirt', 'hold', 'footbal']","['shirtless', 'man', 'play', 'footbal', 'lawn']",0.54
sick_train_841,"['man', 'eat', 'banana', 'tree']","['man', 'eat', 'banana']",0.8400000000000001
sick_train_5821,"['man', 'ride', 'mechan', 'bull']","['man', 'ride', 'mechan', 'bull']",0.96
sts_train_2043,"['still', 'love', 'show']","['holi', 'poo', 'poo', 'show']",0.2
sts_train_2778,"['tampa', 'bay', 'manag', 'lou', 'piniella', 'bench', 'coach', 'john', 'mclaren', 'right', 'fielder', 'aubrey', 'huff', 'eject', 'argu', 'huff', 'call', 'strike', 'end', 'ninth']","['tampa', 'bay', 'manag', 'lou', 'piniella', 'bench', 'coach', 'john', 'mclaren', 'huff', 'eject', 'middl', 'ninth']",0.76
sts_train_446,"['man', 'drove', 'littl', 'red', 'car', 'around', 'traffic']","['dog', 'ran', 'water', 'beach']",0.0
sick_train_5972,"['two', 'dog', 'two', 'peopl', 'walk', 'wood']","['two', 'woman', 'dog', 'walk', 'forest', 'path']",0.8400000000000001
sts_train_341,"['ladi', 'cut', 'potato']","['man', 'cut', 'potato']",0.48
sick_train_2468,"['cow', 'eat', 'hay']","['cow', 'eat', 'hay']",0.74
sts_train_5074,"['n', 'korea', 'testfir', 'num', 'shortrang', 'missil']","['n', 'korea', 'fire', 'shortrang', 'missil']",0.68
sick_train_4777,"['rope', 'climb', 'man']","['man', 'eat', 'carrot', 'slice', 'machin']",0.2
sts_train_1325,"['man', 'two', 'woman', 'smile', 'camera', 'sit', 'blue', 'sofa']","['man', 'woman', 'smile', 'camera', 'stand', 'kitchen']",0.44
sick_train_6158,"['kid', 'magic', 'trick', 'old', 'man']","['man', 'danger', 'throw', 'knife', 'tree']",0.3
sts_train_5698,"['greec', 'bailout', 'uncertainti', 'weigh', 'global', 'market']","['greec', 'concern', 'drag', 'asia', 'market']",0.6000000000000001
sick_train_749,"['camera', 'burn', 'person', 'blow', 'torch']","['person', 'set', 'fire', 'camera']",0.8400000000000001
sick_train_2681,"['rhino', 'graze', 'grass']","['anim', 'graze', 'grass']",0.8800000000000001
sts_train_4936,"['india', 'brace', 'massiv', 'cyclon']","['india', 'issu', 'red', 'alert', 'cyclon', 'phailin']",0.5599999999999999
sick_train_4980,"['young', 'girl', 'winter', 'coat', 'jump', 'boulder', 'sand', 'beach']","['girl', 'jump', 'rock', 'anoth', 'stand']",0.6599999999999999
sts_train_2247,"['mann', 'work', 'math']","['mann', 'work', 'h', 'tree', 'ring']",0.32
sick_train_622,"['man', 'put', 'veget', 'pot']","['someon', 'ad', 'ingredi', 'pot']",0.86
sts_train_2198,"['get', 'return', 'fight']","['get', 'return', 'fight']",1.0
sts_train_1102,"['white', 'appl', 'comput', 'sit', 'beig', 'carpet', 'bedroom']","['appl', 'comput', 'sit', 'floor']",0.7200000000000001
sick_train_6515,"['two', 'construct', 'worker', 'sit', 'side', 'build']","['two', 'construct', 'worker', 'sit', 'top', 'build']",0.6799999999999999
sick_train_5149,"['two', 'kid', 'push', 'inflat', 'crocodil', 'pool']","['two', 'kid', 'push', 'past', 'crocodil', 'inflat', 'pool']",0.64
sick_train_1508,"['dog', 'run', 'across', 'rocki', 'landscap']","['black', 'dog', 'walk', 'along', 'rocki', 'terrain']",0.78
sick_train_5630,"['woman', 'danc', 'near', 'fire']","['woman', 'cut', 'tomato']",0.26
sts_train_3418,"['dog', 'said', 'second', 'human', 'thorough', 'medic', 'understand', 'research']","['said', 'dog', 'second', 'human', 'term', 'subject', 'medic', 'research']",0.92
sts_train_5613,"['saudi', 'man', 'pressur', 'cooker', 'arrest', 'detroit', 'airport']","['saudi', 'man', 'travel', 'pressur', 'cooker', 'arrest']",0.8
sick_train_5017,"['two', 'peopl', 'ride', 'motorbik']","['biker', 'ride', 'trail']",0.72
sts_train_4032,"['al', 'renew', 'condemn', 'syria', 'violenc']","['u', 'close', 'embassi', 'damascu', 'due', 'syria', 'violenc']",0.32
sick_train_3791,"['man', 'care', 'climb', 'rope']","['panda', 'climb']",0.32
sick_train_6228,"['boy', 'jump', 'side', 'stone', 'water', 'fountain', 'front', 'build']","['boy', 'stripe', 'shirt', 'jump', 'front', 'water', 'fountain']",0.78
sts_train_1494,"['dark', 'brown', 'hors', 'stand', 'field']","['hors', 'stand', 'field']",0.7200000000000001
sick_train_5849,"['young', 'coupl', 'lie', 'bed']","['young', 'coupl', 'lie', 'bed', 'togeth']",0.94
sick_train_5124,"['grey', 'silki', 'dog', 'lie', 'grass', 'brown', 'dog', 'look']","['brown', 'dog', 'spot', 'black', 'dog', 'lie', 'dri', 'grass']",0.64
sick_train_6179,"['snake', 'fed', 'mous', 'man']","['man', 'cautious', 'feed', 'mous', 'snake']",0.6799999999999999
sts_train_5721,"['south', 'korea', 'regret', 'north', 'refus', 'talk']","['south', 'korea', 'report', 'numth', 'mer', 'death', 'num', 'new', 'case']",0.2
sts_train_4776,"['man', 'set', 'fire', 'nation', 'mall']","['man', 'set', 'fire', 'washington', 'nation', 'mall']",0.96
sick_train_4315,"['snowboard', 'jump', 'snow']","['snowboard', 'jump', 'snow']",1.0
sick_train_150,"['woman', 'put', 'lipstick']","['woman', 'put', 'lipstick']",0.8800000000000001
sick_train_1931,"['fish', 'cut', 'man']","['man', 'cut', 'fish']",0.98
sick_train_772,"['person', 'slice', 'clove', 'garlic', 'piec']","['person', 'slice', 'clove', 'garlic', 'piec']",0.6
sts_train_1843,"['woman', 'read', 'public', 'transport']","['man', 'fallen', 'asleep', 'public', 'transport']",0.32
sick_train_2921,"['two', 'boy', 'wear', 'brown', 'shirt', 'tug', 'rope', 'wooden', 'platform']","['two', 'twin', 'preteen', 'boy', 'duel', 'stick']",0.52
sts_train_915,"['man', 'put', 'knife', 'vice']","['man', 'danc']",0.05
sts_train_2566,"['tuesday', 'almost', 'num', 'healthcar', 'worker', 'quarantin']","['addit', 'num', 'peopl', 'quarantin', 'thousand', 'healthcar', 'worker', 'work', 'quarantin']",0.3
sick_train_6162,"['littl', 'girl', 'play', 'grand', 'piano', 'stage']","['girl', 'play', 'piano']",0.86
sts_train_3159,"['griffith', 'mount', 'airi', 'nativ', 'life', 'north', 'carolina', 'coast', 'manteo']","['griffith', 'num', 'grew', 'mount', 'airi', 'life', 'manteo']",0.8
sick_train_892,"['man', 'chop', 'butter', 'small', 'contain']","['man', 'chop', 'butter', 'contain']",0.96
sick_train_4740,"['middl', 'eastern', 'man', 'stand', 'lamp', 'post', 'near', 'peopl']","['man', 'lean', 'pole', 'surround', 'peopl']",0.74
sts_train_1924,"['two', 'hiker', 'stand', 'top', 'snowi', 'mountain']","['two', 'mountain', 'climber', 'stand', 'top', 'mountain', 'look', 'around']",0.68
sts_train_1612,"['black', 'white', 'dog', 'run', 'red', 'white', 'pole']","['black', 'white', 'dog', 'live', 'room', 'stand', 'hind', 'leg']",0.32
sick_train_4694,"['boy', 'hang', 'fish', 'rod', 'run', 'front', 'fish']","['boy', 'hang', 'fish', 'rod', 'run', 'front', 'fish']",0.6799999999999999
sick_train_2532,"['young', 'boy', 'jump', 'water']","['young', 'kid', 'jump', 'water']",0.98
sts_train_2601,"['glover', 'spoke', 'news', 'confer', 'includ', 'num', 'rel', 'victim']","['num', 'famili', 'member', 'victim', 'invit', 'news', 'confer']",0.6400000000000001
sick_train_3946,"['two', 'white', 'cat', 'play', 'brown', 'dog', 'ball']","['two', 'white', 'dog', 'play', 'brown', 'dog', 'ball']",0.72
sts_train_3880,"['gusmao', 'consolid', 'power', 'east', 'timor', 'elect']","['gusmao', 'power', 'east', 'timor']",0.7200000000000001
sts_train_632,"['man', 'run']","['man', 'moo']",0.2
sts_train_1087,"['silver', 'bicycl', 'park', 'live', 'room']","['bicycl', 'dine', 'room']",0.48
sick_train_4731,"['woman', 'perform', 'trick', 'ramp', 'bicycl']","['woman', 'jump', 'bicycl']",0.86
sts_train_1135,"['brown', 'hors', 'graze', 'field', 'green', 'grass']","['brown', 'hors', 'stand', 'middl', 'grassi', 'field']",0.8
sick_train_4594,"['two', 'dog', 'differ', 'breed', 'look', 'angrili', 'across', 'street']","['dog', 'black', 'white', 'one', 'stare', 'street']",0.78
sick_train_4410,"['toddler', 'ride', 'plastic', 'scooter', 'toy']","['young', 'child', 'ride', 'three', 'wheel', 'scooter', 'sidewalk']",0.6
sts_train_2779,"['ventur', 'own', 'five', 'oil', 'refineri', 'num', 'fill', 'station', 'russia', 'ukrain']","['tnkbp', 'six', 'oil', 'produc', 'unit', 'five', 'refineri', 'num', 'fill', 'station']",0.6000000000000001
sick_train_2916,"['dog', 'chase', 'ball']","['dog', 'chase', 'ball']",1.0
sick_train_4526,"['paper', 'cut', 'scissor']","['piec', 'paper', 'cut']",0.8800000000000001
sts_train_2996,"['univers', 'michigan', 'releas', 'today', 'new', 'admiss', 'polici', 'u', 'suprem', 'court', 'struck', 'june', 'way', 'previous', 'admit', 'undergradu']","['univers', 'michigan', 'plan', 'releas', 'new', 'undergradu', 'admiss', 'polici', 'thursday', 'accept', 'requir', 'reject', 'u', 'suprem', 'court', 'june']",0.8400000000000001
sick_train_3513,"['child', 'young', 'ride', 'bike', 'rough', 'dirt', 'path']","['young', 'child', 'ride', 'bike', 'rough', 'dirt', 'path']",0.98
sick_train_6931,"['woman', 'pick', 'kangaroo']","['kangaroo', 'pick', 'woman']",0.76
sts_train_2370,"['bush', 'fault']","['obama', 'bush', 'fault']",0.24
sts_train_2532,"['cia', 'director', 'georg', 'tenet', 'said', 'two', 'men', 'defin', 'dedic', 'courag']","['defin', 'dedic', 'courag', 'said', 'cia', 'director', 'georg', 'tenet']",0.8500000000000001
sick_train_823,"['barefoot', 'man', 'pajama', 'look', 'toward', 'sky', 'stand', 'tenni', 'court']","['man', 'wear', 'blue', 'shirt', 'walk', 'barefoot', 'tenni', 'court']",0.6799999999999999
sick_train_6397,"['four', 'peopl', 'perform', 'music', 'outdoor']","['white', 'man', 'stage', 'hat', 'play', 'guitar']",0.58
sick_train_6480,"['woman', 'ride', 'hors']","['man', 'open', 'packag', 'doesnt', 'contain', 'headphon']",0.22
sts_train_4434,"['mugab', 'declar', 'winner', 'disput', 'elect']","['zimbabw', 'mugab', 'declar', 'winner', 'disput', 'vote']",0.8
sick_train_297,"['one', 'man', 'eat', 'food']","['man', 'eat']",0.91
sick_train_3267,"['clown', 'sing']","['clown', 'sing', 'peopl', 'danc']",0.86
sick_train_7015,"['footbal', 'player', 'purpl', 'jersey', 'run', 'ball', 'touchdown']","['person', 'play', 'footbal', 'run', 'past', 'offici', 'carri', 'footbal']",0.82
